BBL ,Regulated Apt Income,Unregulated Apt Income,Total Apartment Rental Income ,Office Income,Retail Income,Gov't Rent Subsidies Income,Total Real Estate Income,Total Expenses
2059500429,"$6,442,597",,"$6,442,597",,,"$131,265","$6,896,492","$2,617,294"
2059500429,"$6,442,597",,"$6,442,597",,,"$131,265","$6,896,492","$2,617,294"
1021430001,"$707,205","$148,644","$855,849",,"$261,449","$133,720","$1,266,211","$446,790"
1021420178,"$1,018,084","$324,683","$1,342,767",,,,"$1,429,149","$592,455"
1021420175,"$446,692","$226,066","$672,758",,"$247,103","$5,172","$928,610","$340,414"
1021420168,"$572,394","$195,958","$768,352",,,"$30,471","$803,864","$283,940"
1021390551,"$2,171,710",,"$2,171,710",,,"$67,171","$2,254,864","$832,641"
1021390551,"$2,171,710",,"$2,171,710",,,"$67,171","$2,254,864","$832,641"
4021390322,"$2,059,798",,"$2,059,798",,"$174,475","$135,905","$2,392,341","$851,970"
4021390322,"$2,059,798",,"$2,059,798",,"$174,475","$135,905","$2,392,341","$851,970"
1017600001,"$13,806,089","$5,032,729","$18,838,818",,"$88,104","$264,532","$19,388,619","$11,336,038"
1017600001,"$13,806,089","$5,032,729","$18,838,818",,"$88,104","$264,532","$19,388,619","$11,336,038"
1022500027,"$662,407","$123,674","$786,081",,,$25,"$809,130","$249,273"
1022420065,"$583,860","$369,992","$953,852",,"$4,800","$43,429","$1,008,103","$396,039"
1022420065,"$583,860","$369,992","$953,852",,"$4,800","$43,429","$1,008,103","$396,039"
1022400006,"$197,800","$585,472","$783,272",,,"$5,233","$794,571","$308,044"
1021770228,"$922,801","$73,076","$995,877",,,"$33,226","$1,030,186","$541,202"
1021710066,"$1,438,109","$186,539","$1,624,648",,,"$173,391","$1,845,876","$646,566"
1021710052,"$2,707,029","$115,375","$2,822,404",,,"$47,588","$2,899,435","$1,163,971"
1021710042,"$2,130,389","$169,728","$2,300,117",,,"$5,753","$2,333,893","$1,070,370"
3028930042,"$596,916",,"$596,916",,"$172,986",,"$797,360","$316,936"
3024120007,"$227,005","$346,020","$573,025",,,"$1,011","$578,615","$189,167"
3021190010,"$424,176","$451,404","$875,580",,,,"$882,131","$274,119"
3021080021,"$398,768","$317,562","$716,330",,"$157,500","$6,112","$920,065","$263,196"
3021000076,"$2,003,240",,"$2,003,240",,,"$34,922","$2,133,589","$512,527"
3020130041,"$604,222","$154,004","$758,226",,,"$4,921","$766,985","$223,496"
3020130141,"$604,222","$154,004","$758,226",,,"$4,921","$766,985","$223,496"
3019170045,"$852,866","$1,468,903","$2,321,769",,,"$18,066","$2,359,874","$677,476"
3013270034,"$436,625","$874,419","$1,311,044",,,"$18,883","$1,367,787","$450,887"
3011760074,"$361,114","$366,920","$728,034",,,"$8,257","$739,186","$336,122"
3010420018,"$104,275","$430,474","$534,749",,,"$11,867","$550,333","$178,840"
3010290015,"$171,637","$263,333","$434,970",,,"$6,391","$444,401","$146,223"
3010280054,"$1,092,512",,"$1,092,512",,,"$22,022","$1,120,647","$298,362"
3010280056,"$1,092,512",,"$1,092,512",,,"$22,022","$1,120,647","$298,362"
3010280054,"$1,092,512",,"$1,092,512",,,"$22,022","$1,120,647","$298,362"
3010280056,"$1,092,512",,"$1,092,512",,,"$22,022","$1,120,647","$298,362"
3010280024,"$152,750","$364,141","$516,891",,,"$16,673","$537,293","$170,677"
3009870001,"$4,162,200",,"$4,162,200",,"$213,060",,"$4,397,460","$1,331,946"
3003960053,"$86,092","$424,374","$510,466",,,,"$514,039","$134,591"
3002780026,"$24,549","$506,267","$530,816",,"$373,643","$15,584","$950,898","$289,209"
3002780031,"$24,549","$506,267","$530,816",,"$373,643","$15,584","$950,898","$289,209"
3002780026,"$24,549","$506,267","$530,816",,"$373,643","$15,584","$950,898","$289,209"
3002780031,"$24,549","$506,267","$530,816",,"$373,643","$15,584","$950,898","$289,209"
3024110017,"$741,560",,"$741,560",,"$113,732","$5,736","$892,051","$245,913"
3051640037,,"$382,354",382354,,,,"$382,354","$187,134"
3007600036,,"$1,580,727",1580727,,,,"$1,580,727","$621,145"
3023860018,,"$685,025",685025,,,,"$685,285","$121,592"
3087170096,,"$684,665",684665,,,,"$684,665","$329,820"
3065780079,,"$850,027",850027,,,,"$850,027","$317,220"
3065680015,,"$1,050,294",1050294,,,,"$1,050,294","$367,907"
3063280001,"$978,450",,"$978,450",,,,"$978,963","$558,068"
3052210073,,"$362,704",362704,,,,"$362,704","$166,821"
3011920018,"$389,013","$209,468","$598,481",,"$114,176",,"$717,929","$430,298"
3011900001,"$497,943","$608,597","$1,106,540",,,,"$1,132,040","$485,122"
1021360195,"$302,432","$547,177","$849,609","$309,016",,"$11,837","$1,174,644","$402,681"
1021280026,"$488,373","$38,411","$526,784",,,"$25,781","$552,565","$287,427"
1021280023,"$932,577","$178,422","$1,110,999",,"$69,960","$38,840","$1,239,937","$688,242"
1021280022,"$932,577","$178,422","$1,110,999",,"$69,960","$38,840","$1,239,937","$688,242"
1021280015,"$547,440","$63,058","$610,498",,"$194,449","$10,762","$815,709","$250,243"
1014680014,"$232,471","$21,540","$254,011",,,,"$254,011","$68,878"
1014600036,"$169,261","$21,480","$190,741",,,,"$190,741","$70,562"
1014490025,"$82,996",,"$82,996",,"$43,200",,"$126,196","$54,243"
1008870014,"$182,832","$2,102,573","$2,285,405",,,,"$2,285,405","$1,313,264"
1005760053,"$4,254","$379,770","$384,024",,,,"$384,024","$75,106"
1021790274,"$230,013","$926,833","$1,156,846","$48,000",,"$10,466","$1,215,312","$846,918"
1021710028,"$164,399","$872,964","$1,037,363","$48,600",,"$8,684","$1,094,647","$656,212"
1021380175,"$118,701",,"$118,701",,,,"$1,344,949","$638,508"
1021370181,"$109,229",,"$109,229",,,,"$944,556","$328,059"
1021370011,"$607,454","$713,340","$1,320,794",,,"$31,950","$1,352,744","$957,730"
1021360180,"$107,171","$633,934","$741,105",,,"$27,703","$768,808","$667,270"
1021300040,,"$489,328",489328,,,,"$491,305","$204,580"
1015600031,"$72,228","$1,720,405","$1,792,633",,,,"$1,792,633","$799,646"
1007890044,,"$1,778,535",1778535,,,,"$1,778,535","$567,831"
1007860060,,"$623,712",623712,,,,"$623,712","$156,246"
1006920023,,"$2,796,933",2796933,,,,"$338,136","$1,195,332"
1006920019,,"$1,669,112",1669112,,,,"$1,671,400","$159,985"
1005140005,,"$888,526",888526,,"$514,068",,"$1,438,649","$739,378"
1004780035,,"$531,532",531532,,"$454,134",,"$1,042,879","$449,889"
1004780034,,"$531,532",531532,,"$454,134",,"$1,042,879","$449,889"
1004780033,,"$531,532",531532,,"$454,134",,"$1,042,879","$449,889"
1015120066,"$595,411",,"$595,411",,,,"$595,411","$559,642"
1009340020,"$4,212,706",,"$4,212,706","$848,268",,,"$5,068,036","$1,863,470"
1007690064,,"$367,620",367620,,,,"$367,620","$239,390"
1007690063,,"$511,472",511472,,,,"$511,472","$333,064"
1006920015,,"$3,586,530",3586530,,,,"$3,920,838","$1,804,442"
1006310030,"$2,641,712",,"$2,641,712",,,,"$2,641,712","$1,318,731"
1006200041,,"$888,828",888828,,"$1,386,788",,"$2,408,807","$1,349,125"
1021700353,,"$582,706",582706,,,,"$589,258","$294,646"
1021700348,,"$582,706",582706,,,,"$589,258","$294,646"
1015300004,"$26,012","$318,035","$344,047",,"$319,200",,"$734,230","$220,979"
1014350026,"$57,041","$2,711,587","$2,768,628",,"$727,693",,"$3,761,492","$1,229,932"
1014350025,"$57,041","$2,711,587","$2,768,628",,"$727,693",,"$3,761,492","$1,229,932"
1014350024,"$57,041","$2,711,587","$2,768,628",,"$727,693",,"$3,761,492","$1,229,932"
1014350022,"$57,041","$2,711,587","$2,768,628",,"$727,693",,"$3,761,492","$1,229,932"
1014350021,"$57,041","$2,711,587","$2,768,628",,"$727,693",,"$3,761,492","$1,229,932"
1014350020,"$57,041","$2,711,587","$2,768,628",,"$727,693",,"$3,761,492","$1,229,932"
1011690042,"$148,446","$911,886","$1,060,332",,,,"$1,060,332","$215,963"
1011500048,"$269,831","$2,633,457","$2,903,288",,,,"$2,907,688","$869,212"
1016250046,"$300,807",,"$300,807",,,,"$302,051","$83,403"
1013270018,,"$156,392",156392,,,,"$156,392","$156,681"
1012460044,"$253,381","$1,002,164","$1,255,545",,,,"$1,262,376","$372,457"
1006340047,"$2,925,777",,"$2,925,777",,,,"$2,925,777","$1,597,053"
4000280021,"$6,638,296",,"$6,638,296",,"$56,375",,"$6,769,057","$2,406,589"
1018960083,"$62,587","$1,859,282","$1,921,869",,,,"$1,963,211","$1,321,148"
1012980041,"$15,035,610",,"$15,035,610",,"$627,192",,"$15,900,937","$4,319,416"
4107410178,"$1,033,635",,"$1,033,635",,,,"$1,033,635","$878,469"
4107410178,"$1,033,635",,"$1,033,635",,,,"$1,033,635","$878,469"
4090860033,"$262,019",,"$262,019",,,,"$300,918","$69,715"
4014730063,"$943,189",,"$943,189",,,"$3,282","$976,321","$283,512"
4014370032,"$1,762,350",,"$1,762,350",,,,"$1,762,350","$698,713"
2057050025,"$866,805","$76,475","$943,280",,,"$9,417","$952,697","$597,324"
2057030197,"$346,413",,"$346,413",,,,"$352,424","$380,095"
2031840076,"$325,691",,"$325,691",,"$211,768","$34,202","$593,315","$344,269"
2026740012,"$426,699",,"$426,699","$39,403","$29,400",,"$513,442","$238,136"
1014490024,"$24,848","$200,056","$224,904",,"$199,837",,"$457,218","$161,749"
1009140023,"$154,551","$514,260","$668,811",,,,"$668,811","$165,013"
1012440081,,"$612,898",612898,,"$273,914",,"$886,812","$174,606"
1004110025,"$236,756","$931,848","$1,168,604",,,,"$1,172,778","$350,901"
1009040040,,"$2,704,255",2704255,"$119,910",,,"$2,877,711","$522,617"
1008870023,,"$5,340,670",5340670,,"$553,866",,"$6,056,944","$1,164,029"
1008190059,"$4,662,390",,"$4,662,390","$120,674","$614,604",,"$5,451,652","$987,401"
1008190020,"$1,038,171",,"$1,038,171",,"$237,515",,"$1,316,969","$202,948"
1007170077,,"$3,711,676",3711676,,"$632,489",,"$4,529,081","$763,652"
1006300021,"$97,045","$1,675,071","$1,772,116",,"$161,245",,"$1,941,746","$311,796"
1005830026,"$1,035,288",,"$1,035,288",,"$91,554",,"$1,136,110","$334,681"
1004950033,,"$2,562,055",2562055,,"$1,066,963",,"$3,731,385","$708,754"
1008940055,,"$485,251",485251,,,,"$487,485","$89,431"
3078130106,,"$1,638,590",1638590,,,,"$1,638,590","$654,940"
3069280044,"$1,484,899",,"$1,484,899",,,,"$1,484,899","$420,224"
3066560006,"$511,433",,"$511,433",,,,"$511,433","$236,129"
3063800062,"$673,887",,"$673,887",,,,"$673,887","$264,890"
3062960027,"$433,759",,"$433,759",,,,"$433,759","$190,364"
3061100052,"$747,172",,"$747,172",,,,"$747,172","$288,524"
3054000083,"$1,330,763",,"$1,330,763",,,,"$1,330,763","$672,869"
3013930001,"$323,764",,"$323,764",,"$95,435",,"$490,832","$178,143"
3013210034,"$561,864",,"$561,864",,,,"$615,039","$344,940"
3012270044,"$459,428",,"$459,428",,,,"$459,428","$334,261"
3051200018,"$585,780","$87,987","$673,767",,,"$92,190","$765,957","$365,252"
3060090009,"$204,716",,"$204,716",,"$58,500",,"$263,216","$102,807"
1022430008,"$667,759","$1,717,094","$2,384,853",,"$408,179","$14,729","$2,820,242","$887,242"
1022430004,"$667,759","$1,717,094","$2,384,853",,"$408,179","$14,729","$2,820,242","$887,242"
1022430001,"$667,759","$1,717,094","$2,384,853",,"$408,179","$14,729","$2,820,242","$887,242"
1018390026,"$77,088","$243,600","$320,688",,,,"$320,688","$156,980"
1015900048,"$18,150","$272,408","$290,558",,,,"$290,558","$112,310"
1015840018,"$4,128","$191,751","$195,879",,,,"$195,879","$82,945"
1012710062,,"$59,450",59450,"$110,035","$367,356",,"$627,457","$256,822"
1012710061,"$102,945","$46,795","$149,740",,"$269,940",,"$435,620","$165,266"
1011250009,"$2,605,679","$231,411","$2,837,090","$105,713",,"$35,306","$3,002,080","$1,278,888"
1016310040,,"$306,000",306000,,"$165,000",,"$471,000","$120,633"
1016230039,"$168,935",,"$168,935",,,,"$168,935","$113,931"
1015110155,"$32,991","$150,178","$183,169","$132,225","$455,168",,"$809,552","$178,556"
1014510005,"$146,806","$287,282","$434,088",,,,"$438,524","$131,772"
1008850029,"$13,057","$134,240","$147,297",,"$138,173",,"$285,470","$86,262"
2031020029,"$381,586",,"$381,586",,"$116,067","$28,376","$526,030","$316,208"
2028080096,,"$449,043",449043,,,"$175,902","$633,529","$358,059"
3056710034,"$433,092","$27,850","$460,942",,,"$112,989","$573,931","$223,747"
1015160039,"$77,494",,"$77,494",,,,"$77,494","$95,789"
3066210042,"$1,241,419",,"$1,241,419",,"$147,748",,"$1,389,167","$494,780"
3056540042,"$392,009",,"$392,009",,"$123,013",,"$515,022","$196,076"
3055450059,"$537,376","$32,601","$569,977",,,"$42,363","$612,340","$487,495"
3052070004,"$1,061,257",,"$1,061,257",,,"$106,243","$1,167,500","$608,504"
3050450078,"$1,173,973",,"$1,173,973",,,,"$1,240,765","$500,719"
3048090006,"$383,264",,"$383,264",,,"$49,773","$433,037","$328,733"
3041140018,"$481,055",,"$481,055",,,,"$547,502","$173,641"
3014190039,"$565,767",,"$565,767",,"$177,138",,"$742,905","$289,909"
3014090006,"$556,399",,"$556,399",,"$200,686",,"$757,085","$254,072"
3012660005,"$608,593",,"$608,593",,"$209,380",,"$817,973","$196,648"
3055450047,"$470,073","$13,858","$483,931",,"$86,046",,"$576,482","$487,495"
1004200068,,"$834,457",834457,"$468,000",,,"$1,302,457","$287,503"
4155330031,"$350,423",,"$350,423",,,,"$350,423","$155,539"
3051510011,"$237,500",,"$237,500",,,,"$237,856","$124,362"
3048670023,"$222,134",,"$222,134",,,,"$222,134","$82,482"
3046920001,"$229,153",,"$229,153",,,,"$229,153","$113,663"
1006060046,"$42,765","$203,644","$246,409",,,,"$246,409","$104,060"
3067610075,"$1,211,816",,"$1,211,816",,,,"$1,283,008","$693,949"
3067370023,"$1,004,078",,"$1,004,078",,,,"$1,004,078","$459,296"
3067080045,"$171,381",,"$171,381",,,,,"$64,347"
3063310001,"$676,883","$265,515","$942,398",,,,"$942,398","$535,775"
3052400017,"$873,494",,"$873,494",,,,"$905,511","$504,467"
3051610033,"$1,943,321",,"$1,943,321",,,,"$2,029,415","$920,558"
3051560021,"$1,194,849",,"$1,194,849",,,,"$1,228,179","$695,989"
3002680048,,"$87,870",87870,,"$210,135",,"$298,005","$88,300"
1021100007,"$683,508",,"$683,508",,"$127,700",,"$811,208","$440,835"
1012020018,"$147,091",,"$147,091",,,,"$147,091","$44,128"
3018100078,"$148,817","$76,800","$225,617",,"$32,791",,"$258,408","$134,495"
3018100076,"$348,131",,"$348,131",,"$60,552",,"$408,683","$135,312"
2033010050,,"$212,131",212131,,"$51,250",,"$263,381","$117,477"
1005390037,,"$1,596,570",1596570,"$509,138",,,"$2,106,708","$437,396"
1014150018,"$62,543","$89,120","$151,663",,"$341,316",,"$504,858","$102,215"
3012620063,,"$305,000",305000,,,,"$305,000","$66,427"
2032950016,"$681,939",,"$681,939",,,,"$681,939","$368,570"
2027630075,"$323,117",,"$323,117",,,,"$323,117","$175,291"
2025360005,"$306,093",,"$306,093",,,,"$306,093","$161,272"
2025100023,"$511,520",,"$511,520",,,,"$511,520","$301,013"
2032020055,"$360,741",,"$360,741",,,,"$360,741","$290,272"
2031420074,"$299,210",,"$299,210",,"$28,650",,"$327,860","$165,348"
2030530074,"$485,358",,"$485,358",,"$33,600",,"$518,958","$374,847"
2030530025,"$455,355",,"$455,355",,,,"$455,355","$349,211"
2030500020,"$355,250",,"$355,250",,,,"$355,250","$229,627"
3047920051,"$696,257",,"$696,257",,"$46,746",,"$772,802","$349,132"
3031710018,"$173,980",,"$173,980",,,,"$173,980","$64,052"
3026250040,,"$382,892",382892,,,,"$382,892","$62,751"
3018370053,"$390,536",,"$390,536",,,,"$390,536","$142,742"
3067970001,"$129,629",,"$129,629",,,,"$129,629","$60,924"
4007110037,"$184,295",,"$184,295",,,,"$184,295","$26,917"
4006260048,"$70,825",,"$70,825",,"$93,884",,"$164,709","$18,480"
4155600012,"$202,835",,"$202,835",,,,"$202,835","$79,726"
1004170060,"$202,752",,"$202,752",,"$30,320",,"$233,072","$120,770"
1004110010,"$214,214",,"$214,214",,"$20,200",,"$234,414","$107,424"
1002830010,"$149,612",,"$149,612",,"$7,800",,"$157,412","$107,519"
1002770020,"$190,550",,"$190,550","$7,800","$28,040",,"$226,390","$147,185"
1002730019,"$233,606",,"$233,606",,"$22,055",,"$255,661","$134,309"
3061250018,"$275,169",,"$275,169",,"$86,412",,"$361,581","$161,754"
3060340007,"$495,169",,"$495,169",,"$143,140",,"$638,309","$307,328"
3058740072,"$687,126",,"$687,126",,,,"$687,126","$362,491"
3057310064,"$343,619","$106,310","$449,929",,,,"$449,929","$249,678"
3054030016,"$516,948",,"$516,948",,"$52,842",,"$569,790","$305,409"
3074220146,"$209,498",,"$209,498",,,,"$239,310","$1,499,019"
3070890066,"$372,910",,"$372,910",,,,"$372,910","$182,708"
3063800001,"$399,116",,"$399,116",,,,"$399,116","$196,801"
3060060042,"$72,069",,"$72,069",,,,"$72,069","$65,671"
1014680001,"$331,667",,"$331,667",,"$289,785",,"$621,452","$208,654"
1005330001,"$2,514,033",,"$2,514,033",,"$425,062",,"$28,148,790","$10,503,092"
3007560039,"$130,184",,"$130,184",,"$91,645",,"$221,830","$48,043"
3002850010,"$238,708",,"$238,708",,"$77,032",,"$315,740","$148,045"
3002760030,"$63,332","$200,264","$263,596",,,,"$263,597","$45,050"
4012320060,"$518,688","$187,440","$706,128",,,,"$706,128","$305,377"
3026200001,"$17,236","$280,845","$298,081",,"$349,229",,"$734,394","$102,260"
1008300012,"$4,850",,"$4,850",,"$418,703",,"$450,544","$70,535"
1008300011,"$5,544",,"$5,544",,"$377,811",,"$387,908","$84,007"
1003060023,"$135,183","$93,183","$228,366",,"$206,815",,"$435,181","$110,319"
2043190030,"$975,985",,"$975,985",,,,"$975,985","$463,164"
3071310010,"$199,911",,"$199,911",,,,"$200,981","$73,849"
3063660047,,"$6,887",6887,,,,"$7,083","$185,251"
3053250053,"$226,425","$110,919","$337,344",,,,"$337,344","$104,335"
3046500013,"$89,070",,"$89,070",,,,"$89,470","$30,121"
3019760002,"$736,646",,"$736,646",,,,"$736,646","$113,742"
3018230093,"$257,767","$19,401","$277,168",,,,,"$75,912"
3018230091,"$235,444","$59,227","$294,671",,,,,"$125,458"
3018030086,"$244,055","$184,112","$428,167",,,,,"$138,185"
3017880077,"$227,199","$227,199","$454,398",,,,"$454,399","$103,421"
3017600048,"$307,856",,"$307,856",,,,"$307,856","$72,242"
3016600041,"$195,276","$45,692","$240,968",,,,"$240,082","$70,585"
3012200001,"$257,339","$257,339","$514,678",,"$68,190",,,"$151,458"
3012150032,"$341,363","$17,966","$359,329",,,,,"$238,236"
3011480001,"$1,118,416",,"$1,118,416",,,,,"$249,236"
2048250005,"$5,600",,"$5,600",,,,"$5,600","$46,959"
2038020046,"$175,945",,"$175,945",,,,"$177,415","$66,606"
2023010011,"$157,136",,"$157,136",,,,"$157,136","$84,586"
1012010011,"$77,435","$98,122","$175,557",,,,"$175,557","$101,685"
1011230010,,"$274,200",274200,,,,"$274,200","$73,208"
1010560057,"$164,496","$297,858","$462,354",,,,"$462,354","$293,891"
1009090043,"$233,815","$1,702,187","$1,936,002",,,,"$1,936,002","$932,792"
1005940041,,"$357,385",357385,,,,"$357,385","$344,840"
1005940035,"$37,763",,"$37,763",,,,"$37,763","$180,419"
1002230029,"$12,125",,"$12,125",,,,"$12,125","$187,132"
1002230027,"$59,613","$28,800","$88,413",,,,"$114,163","$360,784"
1002230025,"$13,961",,"$13,961",,,,"$13,961","$85,258"
1002140026,"$76,963",,"$76,963",,"$141,034",,"$217,997","$148,729"
5000350044,,"$44,400",44400,,,,"$44,400","$20,907"
4014450034,"$1,614,173",,"$1,614,173",,,,"$1,717,219","$864,082"
1004920004,,"$505,553",505553,,,,"$505,553","$150,303"
1016440051,,"$683,226",683226,,,,"$683,226","$346,480"
1004940009,,"$435,349",435349,,,,"$435,349","$194,253"
3053920027,"$682,715",,"$682,715",,,,"$707,343","$378,224"
3052400110,"$481,228","$29,340","$510,568",,,,"$527,439","$407,796"
3011530010,,"$898,004",898004,,,,"$898,004","$453,381"
3062360070,"$272,637",,"$272,637",,,,"$272,637","$137,050"
5028670001,"$202,133",,"$202,133",,,,,"$134,011"
3063770022,"$596,204",,"$596,204",,,,"$596,204","$142,158"
3075840012,"$641,336",,"$641,336",,,,"$642,978","$381,037"
4006280006,"$343,457",,"$343,457",,,,"$345,104","$175,096"
4006280004,"$362,530",,"$362,530",,,,"$364,279","$155,063"
2059790009,,"$34,800",34800,,,,"$82,800","$9,383"
2042740064,"$860,833",,"$860,833","$29,926",,,"$890,759","$547,550"
2031430018,"$762,787","$68,231","$831,018",,,,"$831,018","$821,194"
2026150029,"$323,203","$16,029","$339,232",,,,"$339,232","$325,915"
2024550014,"$445,419","$153,235","$598,654",,,,"$598,654","$566,316"
